user_id,event_name,event_timestamp,traffic_source,device,country,revenue
6914,signup,1/2/2023 20:54,organic,mobile,Germany,0
6206,signup,1/2/2023 21:43,organic,mobile,Canada,0
7498,signup,1/3/2023 0:10,email,tablet,Germany,0
263,signup,1/3/2023 0:13,social,desktop,India,0
3278,visit,1/3/2023 0:14,organic,mobile,Germany,0
4490,visit,1/3/2023 0:23,organic,mobile,Brazil,0
4499,visit,1/3/2023 1:12,referral,desktop,Canada,0
5380,visit,1/3/2023 1:15,organic,tablet,Japan,0
3693,visit,1/3/2023 3:16,social,mobile,Germany,0
2520,visit,1/3/2023 3:22,social,desktop,France,0
1415,visit,1/3/2023 3:53,organic,desktop,India,0
3494,visit,1/3/2023 5:08,email,mobile,France,0
6878,visit,1/3/2023 6:32,social,mobile,USA,0
7462,visit,1/3/2023 7:08,referral,mobile,Japan,0
3122,visit,1/3/2023 7:40,email,mobile,USA,0
6566,visit,1/3/2023 7:51,email,mobile,USA,0
4798,visit,1/3/2023 8:01,paid_search,mobile,USA,0
4782,visit,1/3/2023 8:07,referral,desktop,Canada,0
1549,signup,1/3/2023 8:12,referral,mobile,USA,0
9805,signup,1/3/2023 9:19,paid_search,mobile,Australia,0
7537,visit,1/3/2023 10:08,referral,desktop,France,0
8182,signup,1/3/2023 10:47,paid_search,mobile,Brazil,0
6417,visit,1/3/2023 11:14,organic,desktop,USA,0
4234,visit,1/3/2023 11:26,referral,mobile,France,0
4412,visit,1/3/2023 11:58,organic,desktop,Australia,0
5349,visit,1/3/2023 12:35,referral,mobile,Australia,0
8501,visit,1/3/2023 12:56,social,tablet,Canada,0
5380,signup,1/3/2023 13:14,organic,tablet,Japan,0
4857,visit,1/3/2023 15:03,social,mobile,UK,0
403,visit,1/3/2023 15:04,organic,mobile,USA,0
394,signup,1/3/2023 15:28,social,desktop,USA,0
193,visit,1/3/2023 15:29,organic,desktop,Other,0
4819,visit,1/3/2023 15:36,organic,desktop,Canada,0
3122,signup,1/3/2023 15:40,email,mobile,USA,0
6392,visit,1/3/2023 15:47,organic,mobile,USA,0
166,signup,1/3/2023 15:55,paid_search,desktop,Germany,0
7296,signup,1/3/2023 15:57,paid_search,desktop,UK,0
8712,visit,1/3/2023 17:55,organic,mobile,UK,0
9939,signup,1/3/2023 18:13,direct,desktop,USA,0
9878,signup,1/3/2023 20:39,email,mobile,USA,0
632,visit,1/3/2023 21:21,organic,mobile,Canada,0
2075,visit,1/3/2023 22:08,organic,mobile,USA,0
3693,signup,1/3/2023 22:28,social,mobile,Germany,0
5962,activation,1/3/2023 23:34,organic,mobile,Brazil,0
8241,visit,1/3/2023 23:54,organic,desktop,Australia,0
3882,signup,1/3/2023 23:57,referral,desktop,USA,0
8633,signup,1/4/2023 0:10,paid_search,mobile,Canada,0
4782,signup,1/4/2023 0:30,referral,desktop,Canada,0
7876,visit,1/4/2023 0:37,social,desktop,USA,0
1809,visit,1/4/2023 0:50,direct,desktop,France,0
6433,visit,1/4/2023 0:54,paid_search,desktop,France,0
5996,signup,1/4/2023 1:00,direct,desktop,USA,0
8460,visit,1/4/2023 2:07,social,desktop,Other,0
6752,activation,1/4/2023 2:29,organic,desktop,India,0
6433,signup,1/4/2023 2:39,paid_search,desktop,France,0
3685,visit,1/4/2023 2:58,organic,tablet,USA,0
8272,visit,1/4/2023 3:32,referral,desktop,India,0
9790,visit,1/4/2023 3:40,paid_search,desktop,Other,0
6724,visit,1/4/2023 5:32,referral,desktop,Other,0
8337,visit,1/4/2023 5:50,paid_search,mobile,France,0
1522,visit,1/4/2023 7:33,direct,mobile,UK,0
4412,signup,1/4/2023 7:38,organic,desktop,Australia,0
4234,signup,1/4/2023 9:04,referral,mobile,France,0
2260,visit,1/4/2023 10:16,referral,desktop,USA,0
4177,visit,1/4/2023 10:27,email,mobile,USA,0
6433,activation,1/4/2023 10:36,paid_search,desktop,France,0
6242,visit,1/4/2023 11:03,paid_search,mobile,USA,0
8272,signup,1/4/2023 11:55,referral,desktop,India,0
4254,visit,1/4/2023 12:07,organic,desktop,Canada,0
2961,visit,1/4/2023 13:07,direct,desktop,Australia,0
1332,activation,1/4/2023 13:21,social,desktop,Japan,0
9254,visit,1/4/2023 15:06,email,mobile,USA,0
2986,visit,1/4/2023 15:06,social,desktop,USA,0
9790,signup,1/4/2023 15:31,paid_search,desktop,Other,0
2260,signup,1/4/2023 15:51,referral,desktop,USA,0
9790,activation,1/4/2023 16:22,paid_search,desktop,Other,0
8501,signup,1/4/2023 16:28,social,tablet,Canada,0
4619,visit,1/4/2023 16:48,paid_search,desktop,Germany,0
9069,visit,1/4/2023 17:24,social,mobile,Canada,0
2961,signup,1/4/2023 17:33,direct,desktop,Australia,0
4018,visit,1/4/2023 18:02,social,mobile,France,0
5019,visit,1/4/2023 18:24,direct,mobile,UK,0
5880,visit,1/4/2023 19:04,social,desktop,Australia,0
927,visit,1/4/2023 19:05,social,mobile,France,0
193,signup,1/4/2023 19:19,organic,desktop,Other,0
8182,activation,1/4/2023 19:44,paid_search,mobile,Brazil,0
4490,signup,1/4/2023 19:55,organic,mobile,Brazil,0
3038,visit,1/4/2023 20:41,direct,tablet,UK,0
7876,signup,1/4/2023 21:01,social,desktop,USA,0
3606,visit,1/4/2023 22:04,social,mobile,USA,0
454,visit,1/4/2023 22:05,social,mobile,Canada,0
2986,signup,1/4/2023 23:05,social,desktop,USA,0
1094,visit,1/4/2023 23:22,paid_search,mobile,Germany,0
8415,visit,1/4/2023 23:43,paid_search,mobile,India,0
2009,visit,1/4/2023 23:54,social,mobile,UK,0
635,visit,1/4/2023 23:58,organic,desktop,UK,0
5019,signup,1/5/2023 0:10,direct,mobile,UK,0
8182,purchase,1/5/2023 0:27,paid_search,mobile,Brazil,54.97
1307,visit,1/5/2023 1:23,organic,mobile,Canada,0
3911,visit,1/5/2023 1:25,direct,desktop,UK,0
6761,visit,1/5/2023 2:18,email,mobile,Brazil,0
635,signup,1/5/2023 3:54,organic,desktop,UK,0
6644,visit,1/5/2023 3:57,organic,desktop,USA,0
53,visit,1/5/2023 4:37,organic,mobile,Australia,0
5892,visit,1/5/2023 4:44,organic,mobile,Germany,0
927,signup,1/5/2023 5:30,social,mobile,France,0
3332,visit,1/5/2023 6:01,organic,tablet,France,0
9475,visit,1/5/2023 6:48,organic,desktop,Germany,0
9206,visit,1/5/2023 7:20,paid_search,mobile,UK,0
1307,signup,1/5/2023 7:39,organic,mobile,Canada,0
8712,signup,1/5/2023 8:34,organic,mobile,UK,0
4241,visit,1/5/2023 9:36,organic,desktop,UK,0
4177,signup,1/5/2023 10:17,email,mobile,USA,0
4862,visit,1/5/2023 10:51,social,tablet,USA,0
6446,visit,1/5/2023 10:53,organic,tablet,Australia,0
6724,signup,1/5/2023 11:45,referral,desktop,Other,0
7777,visit,1/5/2023 12:26,organic,mobile,Germany,0
2074,visit,1/5/2023 13:23,social,mobile,Australia,0
5730,visit,1/5/2023 13:26,organic,mobile,Canada,0
5159,activation,1/5/2023 15:04,email,mobile,USA,0
454,signup,1/5/2023 15:19,social,mobile,Canada,0
7999,visit,1/5/2023 15:21,paid_search,mobile,UK,0
4839,visit,1/5/2023 16:36,paid_search,tablet,Brazil,0
3332,signup,1/5/2023 16:37,organic,tablet,France,0
73,visit,1/5/2023 17:27,organic,desktop,USA,0
2258,visit,1/5/2023 17:45,direct,tablet,USA,0
4597,visit,1/5/2023 19:12,organic,mobile,France,0
467,visit,1/5/2023 19:22,referral,mobile,Brazil,0
5747,visit,1/5/2023 19:26,social,desktop,Japan,0
454,activation,1/5/2023 19:28,social,mobile,Canada,0
7499,visit,1/5/2023 19:48,direct,desktop,Germany,0
6724,activation,1/5/2023 20:29,referral,desktop,Other,0
3676,visit,1/5/2023 22:12,referral,desktop,Brazil,0
4839,signup,1/5/2023 23:24,paid_search,tablet,Brazil,0
8145,visit,1/6/2023 0:13,social,desktop,USA,0
7047,visit,1/6/2023 1:06,organic,mobile,Canada,0
8501,activation,1/6/2023 1:27,social,tablet,Canada,0
8294,visit,1/6/2023 2:06,referral,mobile,Japan,0
2785,visit,1/6/2023 2:09,paid_search,mobile,Other,0
7104,visit,1/6/2023 2:33,email,mobile,Japan,0
3407,activation,1/6/2023 2:40,organic,desktop,Germany,0
5844,visit,1/6/2023 3:02,paid_search,desktop,USA,0
5747,signup,1/6/2023 3:19,social,desktop,Japan,0
8565,visit,1/6/2023 3:58,paid_search,desktop,Canada,0
2046,visit,1/6/2023 4:00,paid_search,mobile,USA,0
6498,activation,1/6/2023 4:24,social,mobile,Canada,0
359,visit,1/6/2023 4:27,organic,mobile,USA,0
8108,visit,1/6/2023 4:27,organic,desktop,USA,0
7999,signup,1/6/2023 4:36,paid_search,mobile,UK,0
9956,visit,1/6/2023 4:45,email,mobile,Germany,0
9206,signup,1/6/2023 4:46,paid_search,mobile,UK,0
5288,visit,1/6/2023 4:50,referral,mobile,Australia,0
3247,visit,1/6/2023 4:56,social,desktop,USA,0
5263,visit,1/6/2023 5:26,paid_search,mobile,France,0
6674,visit,1/6/2023 5:28,direct,mobile,France,0
2413,visit,1/6/2023 5:44,referral,mobile,Brazil,0
9805,activation,1/6/2023 6:53,paid_search,mobile,Australia,0
359,signup,1/6/2023 8:44,organic,mobile,USA,0
6242,signup,1/6/2023 9:09,paid_search,mobile,USA,0
4164,visit,1/6/2023 9:15,organic,desktop,India,0
7499,signup,1/6/2023 9:19,direct,desktop,Germany,0
9877,visit,1/6/2023 9:29,email,tablet,Germany,0
8108,signup,1/6/2023 9:35,organic,desktop,USA,0
2958,visit,1/6/2023 9:58,direct,desktop,USA,0
9956,signup,1/6/2023 9:58,email,mobile,Germany,0
7751,visit,1/6/2023 10:09,paid_search,desktop,Japan,0
873,activation,1/6/2023 10:14,organic,desktop,Brazil,0
3124,visit,1/6/2023 11:22,social,desktop,Canada,0
4508,visit,1/6/2023 11:23,paid_search,tablet,USA,0
9475,signup,1/6/2023 11:42,organic,desktop,Germany,0
7749,visit,1/6/2023 12:30,organic,desktop,USA,0
3411,visit,1/6/2023 12:48,organic,mobile,USA,0
6275,visit,1/6/2023 14:14,direct,desktop,USA,0
5880,signup,1/6/2023 14:20,social,desktop,Australia,0
8294,signup,1/6/2023 14:43,referral,mobile,Japan,0
73,signup,1/6/2023 14:47,organic,desktop,USA,0
3676,signup,1/6/2023 15:15,referral,desktop,Brazil,0
8415,signup,1/6/2023 15:28,paid_search,mobile,India,0
1094,signup,1/6/2023 16:24,paid_search,mobile,Germany,0
8411,visit,1/6/2023 16:35,paid_search,mobile,USA,0
3214,visit,1/6/2023 17:19,organic,mobile,India,0
3247,signup,1/6/2023 17:59,social,desktop,USA,0
9956,activation,1/6/2023 18:37,email,mobile,Germany,0
7624,visit,1/6/2023 18:41,email,mobile,Germany,0
3793,visit,1/6/2023 18:54,social,desktop,Other,0
9475,activation,1/6/2023 19:11,organic,desktop,Germany,0
766,visit,1/6/2023 19:20,paid_search,mobile,USA,0
9465,visit,1/6/2023 19:22,organic,mobile,UK,0
166,activation,1/6/2023 20:43,paid_search,desktop,Germany,0
9800,visit,1/6/2023 20:55,direct,desktop,USA,0
3864,visit,1/6/2023 21:13,paid_search,desktop,USA,0
7498,activation,1/6/2023 21:56,email,tablet,Germany,0
6674,signup,1/6/2023 22:03,direct,mobile,France,0
3566,visit,1/6/2023 22:43,organic,desktop,UK,0
5174,visit,1/6/2023 23:32,referral,desktop,USA,0
8671,visit,1/6/2023 23:58,organic,mobile,UK,0
8638,visit,1/7/2023 0:10,referral,mobile,Australia,0
9982,visit,1/7/2023 0:16,email,desktop,Australia,0
542,visit,1/7/2023 0:26,social,mobile,UK,0
2816,visit,1/7/2023 0:34,email,desktop,USA,0
4234,activation,1/7/2023 0:39,referral,mobile,France,0
8558,activation,1/7/2023 0:40,social,tablet,France,0
9613,visit,1/7/2023 1:01,email,mobile,India,0
1549,activation,1/7/2023 1:13,referral,mobile,USA,0
8692,visit,1/7/2023 1:16,social,desktop,Japan,0
9690,visit,1/7/2023 1:17,direct,tablet,USA,0
8279,activation,1/7/2023 2:12,referral,mobile,Other,0
5231,visit,1/7/2023 4:20,email,mobile,Germany,0
2046,signup,1/7/2023 4:45,paid_search,mobile,USA,0
5173,visit,1/7/2023 4:55,referral,mobile,Australia,0
8565,signup,1/7/2023 6:42,paid_search,desktop,Canada,0
4625,visit,1/7/2023 6:43,paid_search,mobile,USA,0
542,signup,1/7/2023 7:09,social,mobile,UK,0
1093,visit,1/7/2023 7:15,email,mobile,USA,0
9800,signup,1/7/2023 7:33,direct,desktop,USA,0
4784,visit,1/7/2023 8:00,paid_search,mobile,France,0
3864,signup,1/7/2023 8:39,paid_search,desktop,USA,0
2912,visit,1/7/2023 8:49,referral,mobile,USA,0
4206,visit,1/7/2023 9:18,email,desktop,USA,0
5598,visit,1/7/2023 9:50,referral,tablet,USA,0
9227,visit,1/7/2023 10:04,social,mobile,Other,0
5730,signup,1/7/2023 10:06,organic,mobile,Canada,0
9004,visit,1/7/2023 10:19,email,desktop,India,0
6581,visit,1/7/2023 10:47,social,desktop,Brazil,0
8517,visit,1/7/2023 11:29,social,mobile,Japan,0
9480,visit,1/7/2023 11:40,referral,mobile,Germany,0
5844,signup,1/7/2023 12:14,paid_search,desktop,USA,0
1412,visit,1/7/2023 12:26,organic,mobile,Germany,0
633,visit,1/7/2023 12:55,organic,desktop,UK,0
6492,visit,1/7/2023 13:02,referral,tablet,USA,0
3047,visit,1/7/2023 13:13,organic,mobile,UK,0
8108,activation,1/7/2023 13:19,organic,desktop,USA,0
3654,visit,1/7/2023 13:26,paid_search,tablet,Australia,0
1107,visit,1/7/2023 13:49,direct,desktop,Canada,0
168,activation,1/7/2023 14:47,organic,desktop,USA,0
2261,visit,1/7/2023 15:09,organic,tablet,Canada,0
410,visit,1/7/2023 15:44,referral,mobile,France,0
1518,visit,1/7/2023 16:02,organic,mobile,USA,0
1107,signup,1/7/2023 16:25,direct,desktop,Canada,0
9749,visit,1/7/2023 16:42,email,desktop,UK,0
1093,signup,1/7/2023 17:04,email,mobile,USA,0
5880,activation,1/7/2023 17:27,social,desktop,Australia,0
7751,signup,1/7/2023 17:49,paid_search,desktop,Japan,0
3411,signup,1/7/2023 17:59,organic,mobile,USA,0
6261,visit,1/7/2023 18:14,email,mobile,USA,0
5263,signup,1/7/2023 18:30,paid_search,mobile,France,0
4625,signup,1/7/2023 18:45,paid_search,mobile,USA,0
4557,visit,1/7/2023 19:30,organic,mobile,UK,0
6303,visit,1/7/2023 19:44,referral,mobile,USA,0
9475,purchase,1/7/2023 19:45,organic,desktop,Germany,17.76
8103,visit,1/7/2023 20:16,direct,mobile,India,0
2413,signup,1/7/2023 21:10,referral,mobile,Brazil,0
5019,activation,1/7/2023 21:13,direct,mobile,UK,0
1518,signup,1/7/2023 21:32,organic,mobile,USA,0
2043,visit,1/7/2023 21:43,paid_search,mobile,UK,0
9790,purchase,1/7/2023 22:33,paid_search,desktop,Other,51.87
1231,visit,1/7/2023 22:42,direct,mobile,Australia,0
9004,signup,1/7/2023 22:57,email,desktop,India,0
9613,signup,1/7/2023 22:58,email,mobile,India,0
2913,visit,1/7/2023 23:02,organic,mobile,Canada,0
4348,visit,1/7/2023 23:02,social,desktop,USA,0
8541,visit,1/7/2023 23:15,social,desktop,Canada,0
4261,visit,1/7/2023 23:33,paid_search,mobile,USA,0
2830,visit,1/7/2023 23:51,organic,mobile,USA,0
4206,signup,1/8/2023 0:06,email,desktop,USA,0
3744,activation,1/8/2023 1:17,social,desktop,Brazil,0
5829,visit,1/8/2023 2:30,organic,mobile,Australia,0
6125,visit,1/8/2023 2:33,paid_search,mobile,Germany,0
5174,signup,1/8/2023 2:41,referral,desktop,USA,0
532,visit,1/8/2023 2:47,direct,mobile,USA,0
7377,visit,1/8/2023 3:33,referral,mobile,USA,0
4508,signup,1/8/2023 3:37,paid_search,tablet,USA,0
9410,visit,1/8/2023 3:46,direct,tablet,Canada,0
9742,visit,1/8/2023 3:58,social,mobile,Other,0
5458,visit,1/8/2023 4:05,social,desktop,Australia,0
4056,visit,1/8/2023 4:21,paid_search,mobile,France,0
6498,purchase,1/8/2023 4:22,social,mobile,Canada,9.99
249,visit,1/8/2023 4:31,organic,mobile,Germany,0
1639,visit,1/8/2023 4:41,social,mobile,France,0
7190,visit,1/8/2023 4:42,paid_search,tablet,USA,0
3849,visit,1/8/2023 4:46,paid_search,mobile,USA,0
7835,visit,1/8/2023 5:54,social,mobile,UK,0
9227,signup,1/8/2023 5:55,social,mobile,Other,0
4076,visit,1/8/2023 6:04,social,mobile,UK,0
9462,visit,1/8/2023 6:14,email,mobile,UK,0
8638,signup,1/8/2023 6:39,referral,mobile,Australia,0
1483,visit,1/8/2023 7:18,organic,mobile,Germany,0
7492,visit,1/8/2023 7:55,email,mobile,UK,0
927,activation,1/8/2023 8:00,social,mobile,France,0
3864,activation,1/8/2023 8:54,paid_search,desktop,USA,0
215,visit,1/8/2023 9:37,paid_search,mobile,India,0
4557,signup,1/8/2023 9:54,organic,mobile,UK,0
9179,visit,1/8/2023 10:48,email,desktop,Canada,0
8712,activation,1/8/2023 11:09,organic,mobile,UK,0
532,signup,1/8/2023 11:16,direct,mobile,USA,0
7724,visit,1/8/2023 11:45,email,mobile,Other,0
7749,signup,1/8/2023 11:53,organic,desktop,USA,0
9690,signup,1/8/2023 11:54,direct,tablet,USA,0
4299,visit,1/8/2023 13:23,paid_search,mobile,Canada,0
3214,signup,1/8/2023 13:59,organic,mobile,India,0
6261,signup,1/8/2023 14:01,email,mobile,USA,0
6633,visit,1/8/2023 14:10,direct,desktop,UK,0
4076,signup,1/8/2023 14:47,social,mobile,UK,0
7876,activation,1/8/2023 14:52,social,desktop,USA,0
818,visit,1/8/2023 15:53,referral,desktop,Canada,0
3676,activation,1/8/2023 16:14,referral,desktop,Brazil,0
1119,visit,1/8/2023 16:44,referral,mobile,USA,0
6468,visit,1/8/2023 18:23,paid_search,desktop,Other,0
5514,visit,1/8/2023 18:25,email,desktop,Brazil,0
5514,signup,1/8/2023 18:50,email,desktop,Brazil,0
8712,purchase,1/8/2023 20:11,organic,mobile,UK,28.5
1616,visit,1/8/2023 20:13,social,desktop,USA,0
5173,signup,1/8/2023 20:25,referral,mobile,Australia,0
9225,visit,1/8/2023 20:34,email,desktop,Japan,0
5840,visit,1/8/2023 20:36,paid_search,tablet,Germany,0
7822,visit,1/8/2023 21:15,organic,mobile,Germany,0
7378,visit,1/8/2023 21:16,social,mobile,USA,0
9334,visit,1/8/2023 21:29,paid_search,mobile,Germany,0
5076,visit,1/8/2023 21:45,referral,desktop,Canada,0
8294,activation,1/8/2023 21:51,referral,mobile,Japan,0
5669,visit,1/8/2023 21:53,organic,mobile,Australia,0
3122,activation,1/8/2023 22:01,email,mobile,USA,0
3193,visit,1/8/2023 22:12,social,mobile,Brazil,0
1322,visit,1/8/2023 23:07,direct,mobile,Germany,0
1412,signup,1/8/2023 23:51,organic,mobile,Germany,0
6492,signup,1/9/2023 0:40,referral,tablet,USA,0
9513,visit,1/9/2023 1:01,paid_search,mobile,Australia,0
4839,activation,1/9/2023 1:12,paid_search,tablet,Brazil,0
4087,visit,1/9/2023 1:34,referral,desktop,Japan,0
3641,visit,1/9/2023 2:45,organic,desktop,USA,0
5063,visit,1/9/2023 2:48,email,desktop,USA,0
5737,visit,1/9/2023 3:04,email,desktop,UK,0
8798,visit,1/9/2023 5:29,email,desktop,USA,0
818,signup,1/9/2023 5:53,referral,desktop,Canada,0
5302,visit,1/9/2023 7:13,organic,mobile,France,0
1487,visit,1/9/2023 7:50,social,desktop,USA,0
7749,activation,1/9/2023 8:31,organic,desktop,USA,0
4348,signup,1/9/2023 8:34,social,desktop,USA,0
7724,signup,1/9/2023 8:47,email,mobile,Other,0
6914,activation,1/9/2023 9:39,organic,mobile,Germany,0
2059,visit,1/9/2023 11:04,paid_search,desktop,USA,0
5009,visit,1/9/2023 11:12,paid_search,mobile,Germany,0
2261,signup,1/9/2023 11:20,organic,tablet,Canada,0
6302,visit,1/9/2023 12:06,social,mobile,UK,0
3047,signup,1/9/2023 12:30,organic,mobile,UK,0
2769,visit,1/9/2023 13:02,organic,desktop,India,0
8569,visit,1/9/2023 13:45,direct,desktop,USA,0
5807,visit,1/9/2023 14:34,paid_search,tablet,Japan,0
2446,visit,1/9/2023 14:44,organic,desktop,Japan,0
168,purchase,1/9/2023 14:45,organic,desktop,USA,68.93
193,activation,1/9/2023 14:58,organic,desktop,Other,0
6273,visit,1/9/2023 15:01,social,mobile,USA,0
3264,visit,1/9/2023 15:08,organic,mobile,UK,0
5711,visit,1/9/2023 15:55,referral,mobile,USA,0
8760,visit,1/9/2023 16:10,email,desktop,Canada,0
9462,signup,1/9/2023 17:06,email,mobile,UK,0
4056,signup,1/9/2023 17:30,paid_search,mobile,France,0
1231,signup,1/9/2023 17:37,direct,mobile,Australia,0
4087,signup,1/9/2023 17:37,referral,desktop,Japan,0
2961,activation,1/9/2023 17:40,direct,desktop,Australia,0
2059,signup,1/9/2023 17:42,paid_search,desktop,USA,0
542,activation,1/9/2023 17:50,social,mobile,UK,0
3641,signup,1/9/2023 18:07,organic,desktop,USA,0
7488,visit,1/9/2023 18:09,direct,mobile,Germany,0
5009,signup,1/9/2023 18:46,paid_search,mobile,Germany,0
1383,visit,1/9/2023 19:20,organic,desktop,USA,0
8638,activation,1/9/2023 19:33,referral,mobile,Australia,0
5829,signup,1/9/2023 19:53,organic,mobile,Australia,0
7749,purchase,1/9/2023 20:22,organic,desktop,USA,20.67
1119,signup,1/9/2023 20:38,referral,mobile,USA,0
7143,visit,1/9/2023 20:40,paid_search,desktop,Other,0
5063,signup,1/9/2023 20:53,email,desktop,USA,0
2830,signup,1/9/2023 20:59,organic,mobile,USA,0
2753,visit,1/9/2023 21:03,email,mobile,USA,0
4782,activation,1/9/2023 21:45,referral,desktop,Canada,0
8444,visit,1/9/2023 21:52,social,desktop,Australia,0
1119,activation,1/9/2023 21:54,referral,mobile,USA,0
6125,signup,1/9/2023 22:24,paid_search,mobile,Germany,0
2873,visit,1/9/2023 22:29,organic,mobile,Australia,0
7498,purchase,1/9/2023 22:34,email,tablet,Germany,10.02
3774,visit,1/9/2023 22:45,referral,desktop,USA,0
6633,signup,1/9/2023 23:48,direct,desktop,UK,0
9147,visit,1/10/2023 0:18,paid_search,mobile,UK,0
7377,signup,1/10/2023 0:59,referral,mobile,USA,0
2301,visit,1/10/2023 1:21,email,desktop,USA,0
3849,signup,1/10/2023 1:34,paid_search,mobile,USA,0
9742,signup,1/10/2023 2:07,social,mobile,Other,0
8032,visit,1/10/2023 2:23,referral,mobile,USA,0
7488,signup,1/10/2023 2:54,direct,mobile,Germany,0
2111,visit,1/10/2023 3:23,email,tablet,Germany,0
5737,signup,1/10/2023 3:53,email,desktop,UK,0
3828,visit,1/10/2023 3:59,referral,tablet,UK,0
3774,signup,1/10/2023 4:11,referral,desktop,USA,0
7349,visit,1/10/2023 4:36,paid_search,mobile,USA,0
